county_fips,member_count,mean_member_risk,median_member_risk,max_member_risk,min_member_risk,std_member_risk,high_risk_member_count,very_high_risk_member_count,high_risk_member_pct,very_high_risk_member_pct,county_risk_probability,county_risk_percentile,county_mean_risk_rank,county_mean_birthdate,county_mean_age,county_mean_gender,county_mean_race,county_mean_ethnicity,county_mean_marital_status,county_mean_city,county_mean_state,county_mean_county,county_mean_lat,county_mean_lon,county_mean_education_less_than_9th_pct,county_mean_education_9th_to_12th_no_diploma_pct,county_mean_digital_with_computer_pct,county_mean_digital_with_broadband_pct,county_mean_housing_crowded_1_01_to_1_50_pct,county_mean_housing_crowded_1_51_plus_pct,county_mean_housing_rent_30_to_34_9_pct,county_mean_housing_rent_35_plus_pct,county_mean_tract_count,county_mean_population_2020_sum,county_mean_households_without_vehicle_count_sum,county_mean_snap_households_count_sum,county_mean_driving_low_access_population_beyond_1mi_10mi_count_sum,county_mean_driving_no_vehicle_households_beyond_1mi_count_sum,county_mean_driving_snap_households_beyond_1mi_count_sum,county_mean_straight_low_access_population_beyond_1mi_10mi_count_sum,county_mean_straight_no_vehicle_households_beyond_1mi_count_sum,county_mean_straight_snap_households_beyond_1mi_count_sum,county_mean_urban_tract_count,county_mean_low_income_tract_tract_count,county_mean_driving_low_income_low_access_tract_count,county_mean_driving_low_vehicle_access_tract_count,county_mean_straight_low_income_low_access_tract_count,county_mean_straight_low_vehicle_access_tract_count,county_mean_county_name,county_mean_state_abbr,county_mean_state_name,county_mean_places_year,county_mean_prevalence_type,county_mean_places_asthma_pct,county_mean_places_cholesterol_screening_pct,county_mean_places_copd_pct,county_mean_places_diabetes_pct,county_mean_places_heart_disease_pct,county_mean_places_obesity_pct,county_mean_places_physical_inactivity_pct,county_mean_places_poor_mental_health_pct,county_mean_places_poor_physical_health_pct,county_mean_places_routine_checkup_pct,county_mean_places_smoking_pct,county_mean_places_stroke_pct,county_mean_places_uninsured_pct,county_mean_tract_geoid_places,county_mean_GEO_ID,county_mean_NAME,county_mean_geographic_level,county_mean_poverty_pct,county_mean_unemployment_pct,county_mean_median_household_income,county_mean_public_assistance_pct,county_mean_uninsured_pct,county_mean_education_less_than_high_school_pct,county_mean_education_high_school_pct,county_mean_education_college_pct,county_mean_education_bachelors_or_higher_pct,county_mean_housing_renter_pct,county_mean_housing_cost_burden_30pct_or_more,county_mean_housing_crowded_pct,county_mean_housing_vacancy_pct,county_mean_housing_no_vehicle_pct,county_mean_transport_no_vehicle_pct,county_mean_mean_commute_minutes,county_mean_digital_no_computer_pct,county_mean_digital_no_broadband_pct,county_mean_population_total,county_mean_median_age_years,county_mean_female_pct,county_mean_state_fips_acs,county_mean_county_geoid_acs,county_mean_tract_geoid_acs,county_mean__merge,county_mean_tract_geoid,county_mean_clinical_history_days,county_mean_clinical_encounter_count,county_mean_clinical_inpatient_history_count,county_mean_clinical_emergency_count,county_mean_clinical_outpatient_count,county_mean_clinical_ambulatory_count,county_mean_clinical_urgentcare_count,county_mean_clinical_wellness_count,county_mean_clinical_home_count,county_mean_clinical_snf_count,county_mean_clinical_hospice_count,county_mean_clinical_condition_count,county_mean_clinical_unique_condition_count,county_mean_clinical_unique_condition_description_count,county_mean_clinical_observation_count,county_mean_clinical_unique_observation_count,county_mean_clinical_medication_count,county_mean_clinical_unique_medication_count,county_mean_clinical_procedure_count,county_mean_clinical_unique_procedure_count,county_mean_clinical_allergy_count,county_mean_clinical_unique_allergy_count,county_mean_clinical_immunization_count,county_mean_clinical_unique_immunization_count,county_mean_clinical_careplan_count,county_mean_clinical_unique_careplan_count,risk_band,risk_rank
25001,2,0.49994507138939714,0.49994507138939714,0.9998248693192028,6.527345959153319e-05,0.7069367897886534,1,1,50.0,50.0,0.49994507138939714,100.0,55.0,,29.0,,,,,,,,41.75646098714098,-70.13913360596096,1.6,2.1,96.5,94.3,0.9,0.3,11.0,48.8,56.0,228996.0,5673.0,9959.0,117457.0,2404.0,4717.0,73818.0,1503.0,2754.0,54.0,17.0,12.0,14.0,8.0,8.0,,,,2023.0,,11.5,92.9,7.3,10.7,8.0,26.3,19.0,13.8,13.4,85.3,10.5,3.8,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7604.5,13.0,0.0,0.0,1.5,2.0,0.0,9.5,0.0,0.0,0.0,10.0,6.0,6.0,115.5,19.5,2.5,1.0,7.5,5.0,1.5,1.5,16.5,5.0,2.0,1.5,Very High,1
25017,24,0.45890416945719603,0.005348195752400951,0.9998947830736032,5.571177461446286e-05,0.5080054903116922,11,11,45.83333333333333,45.83333333333333,0.45890416945719603,92.3076923076923,40.583333333333336,,46.869565217391305,,,,,,,,42.457618750087896,-71.1811604004605,3.5,3.2000000000000006,97.0,94.7,1.5,0.8000000000000002,9.5,37.6,357.0,1632002.0,65150.0,59014.0,326094.0,5412.0,8200.0,167345.0,2596.0,4123.0,336.0,72.0,5.0,43.0,3.0,23.0,,,,2023.0,,11.1,90.59999999999998,4.6,8.5,4.9,23.8,18.3,14.800000000000002,10.0,79.9,9.1,2.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9130.666666666666,28.083333333333332,0.0,1.5416666666666667,3.7916666666666665,13.333333333333334,0.6666666666666666,8.625,0.0,0.125,0.0,21.416666666666668,14.5,14.5,264.3333333333333,38.041666666666664,18.333333333333332,4.333333333333333,84.16666666666667,20.5,0.875,0.875,9.291666666666666,3.0,2.5833333333333335,2.3333333333333335,Very High,2
25021,9,0.4446332337398489,0.0024112015958134,0.9998982569477148,0.0001104341702817,0.526284292106034,4,4,44.44444444444444,44.44444444444444,0.4446332337398489,84.61538461538461,40.55555555555556,,44.111111111111114,,,,,,,,42.24574782522127,-71.10006831801337,3.0,2.5,96.8,94.8,1.3,0.7,10.4,41.1,154.0,725981.0,25945.0,26578.0,197944.0,3196.0,4685.0,95275.0,1316.0,1776.0,150.0,21.0,4.0,24.0,2.0,9.0,,,,2023.0,,10.7,91.2,4.9,9.0,5.2,23.5,17.1,14.600000000000001,10.8,81.5,9.2,2.7,3.7999999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.444444444444,18.11111111111111,0.0,0.4444444444444444,1.5555555555555556,6.666666666666667,0.4444444444444444,8.666666666666666,0.0,0.1111111111111111,0.1111111111111111,17.333333333333332,10.11111111111111,10.11111111111111,224.88888888888889,35.22222222222222,7.0,3.2222222222222223,54.55555555555556,13.0,1.4444444444444444,1.4444444444444444,11.666666666666666,4.222222222222222,1.8888888888888888,1.7777777777777777,Very High,3
25023,3,0.3331026525643857,0.0002025073367495,0.9990525639814486,5.288637495908405e-05,0.5767295457871944,1,1,33.33333333333333,33.33333333333333,0.3331026525643857,76.92307692307693,67.66666666666667,,29.5,,,,,,,,42.09519616260457,-70.89828953521548,3.2000000000000006,3.7000000000000006,95.90000000000002,92.90000000000002,1.3,0.6999999999999998,9.4,45.4,110.0,530819.0,12110.0,25764.0,167869.0,3112.0,6893.0,107833.0,1871.0,4277.0,90.0,31.0,6.0,15.0,4.0,11.0,,,,2023.0,,12.1,90.7,6.400000000000001,10.3,6.2,29.7,20.4,16.8,12.800000000000002,82.1,11.9,3.2000000000000006,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608.666666666667,20.333333333333332,0.0,1.3333333333333333,2.3333333333333335,9.666666666666666,0.0,6.666666666666667,0.0,0.3333333333333333,0.0,17.0,13.0,13.0,135.0,49.666666666666664,6.666666666666667,4.666666666666667,49.333333333333336,18.0,3.3333333333333335,3.3333333333333335,12.333333333333334,4.666666666666667,2.6666666666666665,2.3333333333333335,High,4
25027,11,0.27285469454879735,0.0003642016382484,0.9997246180131212,9.36921008828636e-05,0.4663295887277123,3,3,27.27272727272727,27.27272727272727,0.27285469454879735,69.23076923076923,56.0,,41.45454545454545,,,,,,,,42.34500708657728,-71.80181294573102,3.7,5.1,95.7,92.9,1.4,0.6,10.1,40.5,191.0,862111.0,27738.0,53441.0,200780.0,4825.0,10874.0,112711.0,2735.0,6746.0,149.0,74.0,12.0,31.0,2.0,14.0,,,,2023.0,,12.1,89.4,6.3,10.4,6.0,32.6,23.8,17.2,13.4,81.3,12.3,3.1,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10461.181818181818,31.0,0.0,0.9090909090909091,3.8181818181818183,12.272727272727273,1.3636363636363635,12.454545454545455,0.0,0.0,0.18181818181818182,32.36363636363637,19.454545454545453,19.454545454545453,473.27272727272725,58.09090909090909,20.09090909090909,5.2727272727272725,106.0,26.90909090909091,0.09090909090909091,0.09090909090909091,15.0,4.818181818181818,2.727272727272727,2.4545454545454546,High,5
25009,8,0.2500993986138854,0.00047097036493495,0.9999193422541974,8.166052696955498e-05,0.4624016524529469,2,2,25.0,25.0,0.2500993986138854,61.53846153846154,55.75,,36.875,,,,,,,,42.555056256558856,-70.96121746376697,5.2,4.7,95.2,92.4,1.8,1.1,10.5,46.4,173.0,809829.0,29171.0,51931.0,173529.0,3126.0,5336.0,94719.0,1761.0,3011.0,162.0,73.0,7.0,16.0,2.0,10.0,,,,2023.0,,11.5,89.7,6.3,10.3,6.2,30.0,24.1,15.3,13.0,81.1,11.4,3.1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7785.75,39.5,0.0,1.875,7.125,18.125,0.125,12.125,0.0,0.125,0.0,24.75,15.5,15.5,290.625,47.125,14.75,4.875,110.5,29.5,0.875,0.875,13.25,4.0,3.125,2.375,High,6
25025,16,0.2500313089378691,0.00018149707409479998,0.999896111749114,5.74665438134053e-05,0.44692007064602896,4,4,25.0,25.0,0.2500313089378691,53.84615384615385,63.8125,,29.8125,,,,,,,,42.36530759855869,-71.04565123899323,7.6,4.9,95.4,91.6,2.2,1.9,9.9,42.1,234.0,797936.0,103374.0,64342.0,6439.0,451.0,421.0,233.0,22.0,13.0,233.0,125.0,2.0,17.0,0.0,3.0,,,,2023.0,,11.4,87.0,5.1,9.3,4.8,24.2,23.8,17.3,11.4,78.5,11.1,2.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6620.375,30.3125,0.0,1.125,5.3125,11.875,0.6875,9.5625,1.625,0.0625,0.0625,23.5,12.75,12.75,367.25,44.6875,19.0,5.5,93.5625,24.1875,1.0625,1.0625,15.375,5.125,2.1875,1.9375,Medium,7
25013,5,0.2002720920724895,0.0007673393873955,0.9977126528272394,6.350287401707957e-05,0.44578396324817415,1,1,20.0,20.0,0.2002720920724895,46.15384615384615,58.0,,35.8,,,,,,,,42.11663742429785,-72.60455234422562,5.4,7.4,92.1,89.0,1.1,0.7,9.7,44.3,104.0,465825.0,22134.0,47108.0,80803.0,2499.0,4562.0,39525.0,1193.0,2134.0,93.0,67.0,7.0,19.0,1.0,9.0,,,,2023.0,,12.7,87.8,7.7,12.1,7.0,34.9,29.8,18.9,16.0,80.4,14.8,3.7,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10843.4,69.6,0.0,1.8,17.6,32.6,4.6,13.0,0.0,0.0,0.0,45.4,23.8,23.8,995.6,69.6,72.8,8.0,192.6,28.6,3.8,3.8,16.8,5.2,3.6,3.6,Medium,8
25011,1,0.0013510372669523,0.0013510372669523,0.0013510372669523,0.0013510372669523,0.0,0,0,0.0,0.0,0.0013510372669523,38.46153846153847,42.0,,39.0,,,,,,,,42.59359748577896,-72.59233770748175,1.5,4.0,94.5,91.3,1.4,0.2,8.9,48.5,19.0,71029.0,2493.0,5377.0,13556.0,915.0,2412.0,8348.0,622.0,1749.0,10.0,12.0,5.0,4.0,3.0,3.0,,,,2023.0,,11.8,90.5,7.7,10.8,7.3,26.3,22.1,16.1,13.8,82.1,12.8,3.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8358.0,13.0,0.0,1.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,16.0,13.0,13.0,150.0,52.0,2.0,2.0,37.0,22.0,0.0,0.0,4.0,2.0,1.0,1.0,Low,9
25005,1,0.0008090320181405,0.0008090320181405,0.0008090320181405,0.0008090320181405,0.0,0,0,0.0,0.0,0.0008090320181405,30.76923076923077,51.0,,62.0,,,,,,,,41.96074552348098,-71.07583173061408,6.7,6.6,94.1,90.2,1.5,0.7,9.9,42.3,130.0,579200.0,22294.0,46290.0,114695.0,2820.0,7126.0,60702.0,1427.0,3731.0,111.0,64.0,7.0,15.0,1.0,8.0,,,,2023.0,,12.6,89.0,7.6,10.8,6.8,32.1,24.8,18.6,14.6,81.9,15.8,3.5,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16836.0,28.0,0.0,0.0,4.0,8.0,0.0,16.0,0.0,0.0,0.0,39.0,27.0,27.0,499.0,68.0,17.0,6.0,100.0,25.0,0.0,0.0,13.0,3.0,1.0,1.0,Low,10
